Dist Code,Year,State Code,State Name,Dist Name,JAN,FEB,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPT,OCT,NOV,DEC,ANNUAL
169,2005,9,Punjab,Hoshiarpur,42,63.1,30.3,6.8,12.4,31.6,269.3,89.7,133.9,0,0,0,679.1
169,2006,9,Punjab,Hoshiarpur,8.5,0,0,1,28,29,149,149,83,4,0,4,455.5
169,2007,9,Punjab,Hoshiarpur,0,69,58,6.1,9.6,85.6,205.4,110,23,0,0.7,20.3,587.7
169,2008,9,Punjab,Hoshiarpur,21.8,10.6,0,33.7,8.3,261.2,214.4,390.1,40.8,11.9,0,0.3,993.1
169,2009,9,Punjab,Hoshiarpur,8.8,27.7,16,34.8,3.3,2.8,291.9,153.6,49.4,1.7,0,0,590
169,2010,9,Punjab,Hoshiarpur,10.3,14.4,13.4,22.3,7.3,41,237.2,169.3,70,0,20.6,30,635.8
169,2011,9,Punjab,Hoshiarpur,4.5,59.3,10.1,9,10.9,130.5,129.3,195.3,120.3,0,0,4.6,673.8
169,2012,9,Punjab,Hoshiarpur,84.4,3.6,4.7,20.3,0.5,9.7,130.8,67.3,107.7,0.5,0.2,12.8,442.5
169,2013,9,Punjab,Hoshiarpur,15,64,10,3.8,4.4,111.1,128.6,170.2,40.6,14.4,3.7,20.2,586
169,2014,9,Punjab,Hoshiarpur,35.9,44.1,26.4,28.8,15.6,12.7,168.6,52.5,53.7,1.2,0,23.3,462.8
169,2015,9,Punjab,Hoshiarpur,10.4,50.6,64.2,20.1,13.6,30.2,155.4,105.5,130.6,12,0,1.2,593.8
170,2005,9,Punjab,Roopnagar / Ropar,0,0,0,0,0,0,257,98.4,88.2,0,0,0,443.6
170,2006,9,Punjab,Roopnagar / Ropar,22.5,4.5,107.9,4,59,102,228,225,23,6,6,4,791.9
170,2007,9,Punjab,Roopnagar / Ropar,1,109,104,26,9.5,75.4,191.1,341.2,110.9,1.1,4.5,16.5,990.2
170,2008,9,Punjab,Roopnagar / Ropar,26.5,7.6,0,27.8,19,292.5,155.4,306.4,191.2,25.7,0,0,1052.1
170,2009,9,Punjab,Roopnagar / Ropar,8.1,15.3,24.7,29.6,9.9,30.4,239.3,150.3,171.6,0,0,0,679.2
170,2010,9,Punjab,Roopnagar / Ropar,4.5,11,41,10,10,45.7,420,200,130,0,5,20,897.2
170,2011,9,Punjab,Roopnagar / Ropar,0,0,0,0,4.1,7.8,0,0,0,0,0,0,11.9
170,2012,9,Punjab,Roopnagar / Ropar,65.1,7.7,1.8,31,2.9,12.2,204.4,303.5,141.9,1,1.4,10,782.9
170,2013,9,Punjab,Roopnagar / Ropar,23.1,61.2,29.2,1.2,23.2,244.4,220.8,272.3,45.6,12.3,8.7,15.8,957.8
170,2014,9,Punjab,Roopnagar / Ropar,41.2,36.7,41.4,21.1,27.8,12.7,127.2,137.6,126.3,12.5,1,40.4,625.9
170,2015,9,Punjab,Roopnagar / Ropar,44.1,42.2,92.5,30.6,22.2,54,245.9,206.2,72.5,15.7,0,4.3,830.2
171,2005,9,Punjab,Ludhiana,28.3,43.8,19.7,1.2,0.5,20.3,149.3,110.1,79.2,0,0,0,452.4
171,2006,9,Punjab,Ludhiana,10.6,0,28.9,2,7,34,114,103,71,4,10,6,390.5
171,2007,9,Punjab,Ludhiana,2,50,48,17,8.3,79.9,50.4,72.6,93.6,0,1.3,5.4,428.5
171,2008,9,Punjab,Ludhiana,8.6,4.5,0,47,77.2,252.3,89.3,262.8,84.6,10.7,0,3.9,840.9
171,2009,9,Punjab,Ludhiana,11.5,16,8.2,40,7,31.3,282.9,61.7,74.6,19.7,0,0,552.9
171,2010,9,Punjab,Ludhiana,4,8,12,8,4,34,277,81,135,16,0,25,604
171,2011,9,Punjab,Ludhiana,0,0,0,5.4,7.6,44.6,5,0,6,0,0,0,68.6
171,2012,9,Punjab,Ludhiana,17.2,3.6,0.7,27.7,0.7,4.2,71.9,101.6,71.4,1.9,0,7.4,308.3
171,2013,9,Punjab,Ludhiana,5.9,58.5,20,2.1,3.9,148.7,100.2,159.9,23.8,20,1.1,10.4,554.5
171,2014,9,Punjab,Ludhiana,30.5,17.9,26,17.5,27.2,19.8,90.8,32.2,78.8,5,0,14.6,360.3
171,2015,9,Punjab,Ludhiana,19.1,20.6,73.5,44.6,19.4,25.8,222.3,113.6,73.7,8.3,0.5,1,622.4
172,2005,9,Punjab,Ferozpur,13.2,48.9,31.1,6.7,4.3,12,78.8,49.2,46.8,0,0,0,291
172,2006,9,Punjab,Ferozpur,9.7,0,34.4,0,13,46,72,2,55,3,7,3,245.1
172,2007,9,Punjab,Ferozpur,0,64,21,0,0,61.1,84,56,17.5,0,0,3,306.6
172,2008,9,Punjab,Ferozpur,3,0.5,0,8,11,12.5,5,60.3,11,5,0,3,119.3
172,2009,9,Punjab,Ferozpur,12.5,2.4,1.1,19.5,0.5,2,21.5,11.7,61.8,0,0,0,133
172,2010,9,Punjab,Ferozpur,8.9,13.4,12.7,27,3,11.7,104,0,22.7,0,0,0,203.4
172,2011,9,Punjab,Ferozpur,0,6.6,3,5.4,9.8,6,9,22,0,0,0,0,61.8
172,2012,9,Punjab,Ferozpur,2.4,0,0.2,10.3,0,1.9,7.8,8.2,31.8,0.9,0,2,65.5
172,2013,9,Punjab,Ferozpur,0.8,8.9,1,1.3,0.5,35,97.3,161.6,5.2,9.8,12.3,0,333.7
172,2014,9,Punjab,Ferozpur,1,2.7,28.3,22.4,5.4,22.6,30.3,6.6,85,0.1,0,0.3,204.7
172,2015,9,Punjab,Ferozpur,2.8,10.8,33.2,9.9,2.9,25.5,45.5,18.4,19.9,1,0,0,169.9
174,2005,9,Punjab,Bhatinda,26.2,44.6,19.3,3,13,47.1,167.4,53.5,148,9.9,0,1.5,533.5
174,2006,9,Punjab,Bhatinda,14,0,60.2,0,42,51,58,16,108,11,9,11,380.2
174,2007,9,Punjab,Bhatinda,0,88,8,0,0,54.1,56.6,22.8,27.5,0,2.2,0,259.2
174,2008,9,Punjab,Bhatinda,3.7,2.9,0,23.2,36.5,190.8,58.2,155.3,47.5,8,0,0.9,527
174,2009,9,Punjab,Bhatinda,13.8,19.1,5.8,10.5,3.9,5.6,106.1,18.1,69.1,0,0,0,252
174,2010,9,Punjab,Bhatinda,13.3,19,3,3,3.3,7.3,94.7,25.4,74.9,0,0,9.1,253
174,2011,9,Punjab,Bhatinda,0,40,0,4.1,7.8,46,27,7.3,0,0,0,0,132.2
174,2012,9,Punjab,Bhatinda,14.2,0,0,7.5,0.5,14.6,28.6,115.8,28.4,3.1,0,3.2,215.9
174,2013,9,Punjab,Bhatinda,8,40,15,12,3,88,107,305,10,0,4,0.5,592.5
174,2014,9,Punjab,Bhatinda,11,24.1,29,13.5,34.5,32.2,64,2.9,119.2,1.3,4.8,0.3,336.8
174,2015,9,Punjab,Bhatinda,21,13.5,80,7.5,13,22.3,101,73.9,63,4,0,0,399.2
175,2005,9,Punjab,Sangrur,27.1,51.3,18.4,3.1,1.3,28.2,178.9,97.9,94.2,0,0,0,500.4
175,2006,9,Punjab,Sangrur,5,0,28,0,26,57,123,21,62,3,8,6,339
175,2007,9,Punjab,Sangrur,3,42,37,3.5,0,23,0,32,16,0,0,3,159.5
175,2008,9,Punjab,Sangrur,13,4,0,43.3,10,147.7,43.5,130.5,22.5,4,0,0,418.5
175,2009,9,Punjab,Sangrur,1.8,1.5,2.8,0.6,2.6,7.5,226.9,7.5,73.3,0,0,0,324.5
175,2010,9,Punjab,Sangrur,5.6,10.9,7.2,16.6,3.4,7.6,259,14.8,81,0,0,10,416.1
175,2011,9,Punjab,Sangrur,0,10.1,0,0,0,12,8.4,0,0,0,0,0,30.5
175,2012,9,Punjab,Sangrur,8.9,0,0,22.8,0,22.7,23.8,43.9,85,0.4,0,6.9,214.4
175,2013,9,Punjab,Sangrur,7.8,50.3,17.6,0.6,0.8,115.4,18.1,81.9,14.1,6.4,1.6,10.8,325.4
175,2014,9,Punjab,Sangrur,14.1,7.4,33.1,13.8,30.5,13.2,22.2,24.5,74.5,9.2,1.7,26.1,270.3
175,2015,9,Punjab,Sangrur,23.5,20.1,40.5,40.3,18.4,68.8,107.6,90.4,77.3,4.7,1.1,0,492.7
176,2005,9,Punjab,Patiala,32.2,50.2,29.5,7,1.9,82.1,237.7,95.7,108.5,0.3,0.1,0,645.2
176,2006,9,Punjab,Patiala,12.6,1.4,41.6,0,26,43,173,47,28,0,7,3,382.6
176,2007,9,Punjab,Patiala,0,51,45,10.6,4.1,73.6,48.2,179.2,47.8,3,0,2.3,464.8
176,2008,9,Punjab,Patiala,14.9,2.8,0,19.5,176.8,481.1,101.8,255.5,255.6,10.6,1.7,0.1,1320.4
176,2009,9,Punjab,Patiala,9.3,10.1,23,38.7,9.7,14.3,125.9,118,163.3,3.8,0,0,516.1
176,2010,9,Punjab,Patiala,9.4,11.5,19.3,24,8.2,45,163.2,67.6,122,0,0,13.5,483.7
176,2011,9,Punjab,Patiala,2,0,0,0,0,7,12,0,58.5,0,0,0,79.5
176,2012,9,Punjab,Patiala,10.4,0.1,0.3,17.9,3.7,18.3,127.4,110.2,74.1,0.5,0.9,7.8,371.6
176,2013,9,Punjab,Patiala,8.2,54.5,16.5,0.7,0.6,87.5,129.4,167,30.3,3.7,1.3,4.1,503.8
176,2014,9,Punjab,Patiala,33.6,32.7,30.1,13.4,20.2,14.7,54.3,19.4,140.2,8,1,28.2,395.8
176,2015,9,Punjab,Patiala,15.5,27.1,78,22,13.4,55.8,144.7,93.4,55.8,7.3,1.1,0,514.1
177,2005,4,Haryana,Hissar,21.4,49.1,46.1,23.6,4.8,43.6,146.8,12.8,117.1,0,9,0,474.3
177,2006,4,Haryana,Hissar,0,0,20,1,45.7,46,75.8,11.4,53.4,0,0,0,253.3
177,2007,4,Haryana,Hissar,0,36.6,21.7,0,11.6,76.7,6,15.7,30,0,0,0,198.3
177,2008,4,Haryana,Hissar,3.5,2.4,0,11.9,50.4,103.7,83.7,115.6,63.1,3.3,8.3,0.8,446.7
177,2009,4,Haryana,Hissar,7.8,8,3.8,12.8,20.1,20.4,51.3,11.5,125.3,0,0,0,261
177,2010,4,Haryana,Hissar,7,2.5,2,1.3,0,27,94.5,91,93.5,0,0,11.4,330.2
177,2011,4,Haryana,Hissar,0.8,44,5.5,10,27.5,33.8,33.8,39.5,105,0,0,0.5,300.4
177,2012,4,Haryana,Hissar,4.2,0,0,27.9,9.1,7.7,32.8,145.9,23.7,10.9,0.3,3.1,265.6
177,2013,4,Haryana,Hissar,16.4,26.4,15.9,1.9,1.1,53.4,64.2,123.6,105.5,1.3,5.7,0,415.4
177,2014,4,Haryana,Hissar,1.5,10.8,21.9,7.7,25.2,26.4,35.6,16.1,33.9,4.9,0,2.4,186.4
177,2015,4,Haryana,Hissar,5.8,5.9,49,36.2,2.8,68.9,48.9,64.2,10.9,4.1,2.3,0,299
180,2005,4,Haryana,Gurgaon,2.5,47,13.6,0.2,7.2,42.3,311.7,52,161.8,0,0,0,638.3
180,2006,4,Haryana,Gurgaon,0,0,52,3,29,13,115.4,37.3,63.3,0,0,3.5,316.5
180,2007,4,Haryana,Gurgaon,0,104.6,63.9,0,11.5,68.8,67.4,80.3,38.6,0,0,0,435.1
180,2008,4,Haryana,Gurgaon,54.3,110.5,139.6,207.5,102.2,0,0,0,0,0,0,0,614.1
180,2009,4,Haryana,Gurgaon,0,1,0,8,1.5,18,68.1,96.3,244.1,0,0,0,437
180,2010,4,Haryana,Gurgaon,0,6.5,0,3,5.2,1.7,380.8,380.5,234.8,0,6.8,0,1019.3
180,2011,4,Haryana,Gurgaon,0,22,0,0.4,17.2,74.3,87.2,149.5,111,0,0,0,461.6
180,2012,4,Haryana,Gurgaon,1.3,0,0,3.3,1.7,1.5,147.6,249.2,81.4,0,0,0,486
180,2013,4,Haryana,Gurgaon,11,53,2.5,4,0,25.7,96.1,173,35.7,0,0,0,401
180,2014,4,Haryana,Gurgaon,0,13,40.8,16,46.2,11.3,112.6,11.8,38.3,4.3,0,2.7,297
180,2015,4,Haryana,Gurgaon,10.9,0,49.8,17.5,6.9,31.5,180.3,139.2,30.6,0,0,0,466.7
181,2005,4,Haryana,Jind,26.7,24.7,59.5,2.5,0,22.2,337.8,70,270.2,0,0,0,813.6
181,2006,4,Haryana,Jind,0,0,29,0,27.8,30,160,43.8,54.3,5,0.3,2.2,352.4
181,2007,4,Haryana,Jind,0,102.2,58.4,0,20.9,78.6,61.4,84.4,58.1,0,0,0,464
181,2008,4,Haryana,Jind,1.5,0,170.4,102.1,123.4,154.8,0,9.5,0,0,0,0,561.7
181,2009,4,Haryana,Jind,10.5,8.8,9,15,0,18.5,114.3,29.2,201.5,0,0,0,406.8
181,2010,4,Haryana,Jind,12.7,10.3,1.7,3.3,11.3,57,235.7,126.7,231.3,0,1,20.7,711.7
181,2011,4,Haryana,Jind,1,41.3,9.7,7.7,28,148,101,120.7,231.3,0,0,0,688.7
181,2012,4,Haryana,Jind,0,0,0,5.3,0,0,40.4,132.1,34.7,0.6,3.7,3.8,220.6
181,2013,4,Haryana,Jind,31,88.8,6,6.2,0,69.5,93.6,184,4.4,2.2,0,0,485.7
181,2014,4,Haryana,Jind,4.2,5.2,41.6,1.3,48.5,9.3,50.9,33.4,76,9.4,0,3.1,282.9
181,2015,4,Haryana,Jind,4,8.5,75.3,43.6,7.3,75.4,86.8,83.7,21.7,3.5,7,0,416.8
182,2005,4,Haryana,Mahendragarh / Narnaul,6.2,29.3,6.5,0,0.7,111.5,64.2,19,85.7,0,0,0,323.1
182,2006,4,Haryana,Mahendragarh / Narnaul,0,0,16,0,2.1,7,102.9,5.3,15.3,7.3,0,4.5,160.4
182,2007,4,Haryana,Mahendragarh / Narnaul,2.4,46.5,47.2,0,5.2,52.5,50.2,68.4,57.2,0,0,1.2,330.8
182,2008,4,Haryana,Mahendragarh / Narnaul,0,0,0,30,133.5,266,121,140.8,133.9,0,2.3,0,827.5
182,2009,4,Haryana,Mahendragarh / Narnaul,2,0,9,0,14,47.6,51.1,68.4,84.8,0,0,0,276.9
182,2010,4,Haryana,Mahendragarh / Narnaul,0.3,8.8,0.8,0,4.3,13,165.6,266.2,211.2,0,20,13.8,704
182,2011,4,Haryana,Mahendragarh / Narnaul,0,28.4,1,23.4,33.8,83.4,83.8,180.5,159,0,0,0,593.3
182,2012,4,Haryana,Mahendragarh / Narnaul,1.4,0,0,0.1,8.3,3.6,44,246.9,47.3,26,0,0,377.6
182,2013,4,Haryana,Mahendragarh / Narnaul,25,68.2,0,0,0,23.4,91.1,157.3,41.6,0.1,1,0,407.7
182,2014,4,Haryana,Mahendragarh / Narnaul,0,13.1,23.2,23,8.9,56,54.1,39.9,49.8,23.8,0,1.8,293.6
182,2015,4,Haryana,Mahendragarh / Narnaul,9.8,0,57.9,23.4,0.3,40.7,76.1,43.9,14.4,7.2,0,0,273.7
183,2005,4,Haryana,Ambala,31.4,47.3,36.2,2.5,4.2,97.6,461.7,182.5,194.8,0,0,0,1058.2
183,2006,4,Haryana,Ambala,13,0,60,2,70.8,69,296.1,104.8,38.7,7.8,3,4.5,669.7
183,2007,4,Haryana,Ambala,0,200,134,3.5,15,183.5,116,267.5,32,0,0,3,954.5
183,2008,4,Haryana,Ambala,13.1,0.8,0,18.1,129.7,250.9,268,298.5,232.2,13,3.6,0,1227.9
183,2009,4,Haryana,Ambala,7.3,15.6,9.7,21,24.8,48.9,187.8,152.6,308.9,2.9,0,0,779.5
183,2010,4,Haryana,Ambala,9,18,0,0,14.5,83,440,233.5,320.5,11,0,42.5,1172
183,2011,4,Haryana,Ambala,2,18,23,8,65.5,319,510,181,88.5,0,0,0,1215
183,2012,4,Haryana,Ambala,18,0,0.6,24.3,1.5,7,175.7,211.6,104.3,0,0.3,6.2,549.5
183,2013,4,Haryana,Ambala,58.1,79.9,25.7,2.2,7.5,160,226.5,313.1,50.3,8.9,6.4,9,947.6
183,2014,4,Haryana,Ambala,54.4,43.2,39.5,12.9,20.5,21.1,189.4,140.6,78.7,25.5,0.2,60.4,686.4
183,2015,4,Haryana,Ambala,24.7,24.3,112.5,35.9,20.5,28.8,196.2,124.3,110.3,5.8,5,1.6,689.9
184,2005,4,Haryana,Karnal,37.2,34.3,36.2,0.8,23.8,85.9,74.9,59.3,210.3,0,0,0,562.7
184,2006,4,Haryana,Karnal,2,5,36,0,29.9,78,117.4,9.5,36.3,7.9,0,0,322
184,2007,4,Haryana,Karnal,2.3,151,64.3,0,3.3,103.1,96.2,92,88.1,2.7,0,0,600.3
184,2008,4,Haryana,Karnal,1.4,2.4,0,15.6,71.7,155,103.7,146.4,109.1,1.2,7.1,0,613.6
184,2009,4,Haryana,Karnal,7.5,5.5,3.7,19,12.7,16.2,83.7,65.6,271.7,0,0,0,485.6
184,2010,4,Haryana,Karnal,3.5,9.5,0.3,0,5,65.5,188,168.5,123.5,0,0,18,581.8
184,2011,4,Haryana,Karnal,1,33,16,18.5,31.5,110.5,54.5,124,98.5,0,0,0,487.5
184,2012,4,Haryana,Karnal,5.4,0.6,0.4,15.1,1.2,0,41.7,230.5,56.7,0,0,8,359.6
184,2013,4,Haryana,Karnal,47.5,71.6,2.6,6.3,0.8,166.2,129.9,210.2,37.2,17.2,0.6,1.7,691.8
184,2014,4,Haryana,Karnal,63.4,38.7,40.7,11.2,29.7,34,80.9,44.5,161.1,43.1,0,14.4,561.7
184,2015,4,Haryana,Karnal,11.4,17,91,53,5,75.5,254.8,82.1,37.6,5.6,6.7,0,639.7
186,2005,4,Haryana,Rohtak,10.2,34.6,51.4,8.5,2.8,32.1,218.9,46.1,205.9,0,1,0,611.5
186,2006,4,Haryana,Rohtak,1,0,26,1,18.8,134,86.1,48.6,115,1.6,0,0.8,432.9
186,2007,4,Haryana,Rohtak,0,36.3,41.3,0,4.3,61.6,43.4,38.5,4.5,0,0,5.5,235.4
186,2008,4,Haryana,Rohtak,0,1.1,0,30.7,145.7,85,101.9,117.8,83.1,0,15.3,0,580.6
186,2009,4,Haryana,Rohtak,1,0.1,2.6,55.8,10.1,18,81,31.3,202.9,0,0,0,402.8
186,2010,4,Haryana,Rohtak,8,8,0,0,0,4.5,85.5,201.5,154.5,5,3,4.5,474.5
186,2011,4,Haryana,Rohtak,0,25.5,4,4,17,53,14.5,51,74,0,0,0,243
186,2012,4,Haryana,Rohtak,3.1,0.4,0,18.1,5.3,8,58,144.8,21.8,3,0,1,263.5
186,2013,4,Haryana,Rohtak,1,4.3,0,18,0,26.8,49.6,112.8,33.3,17,0,0,262.8
186,2014,4,Haryana,Rohtak,2,7,9.6,8.6,11.4,8.9,26.8,22.6,40.6,0,0,10.2,147.7
186,2015,4,Haryana,Rohtak,6.6,0.2,37.3,69.8,6,35.1,77.2,78.4,4,6.5,1.2,0,322.3
189,2005,12,Uttar Pradesh,Saharanpur,27.5,31.4,62.2,0,1,96,367,97,453,0,0,0,1135.1
189,2006,12,Uttar Pradesh,Saharanpur,9,0,97,0,59,1,231,67,38,0,1,3,506
189,2007,12,Uttar Pradesh,Saharanpur,0,110,71,2.8,11.5,149,182.9,324.6,35.8,0,0,0,887.6
189,2008,12,Uttar Pradesh,Saharanpur,0,313.6,196.8,225.1,24.6,8.3,0,0,0,0,0,0,768.4
189,2009,12,Uttar Pradesh,Saharanpur,0,142.2,193.9,218.9,0,0,0,0,0,0,0,0,555
189,2010,12,Uttar Pradesh,Saharanpur,3.3,25.6,26,2.2,33.8,86.5,191.9,149.8,145.8,5.1,0.1,0.2,670.3
189,2011,12,Uttar Pradesh,Saharanpur,2.4,34.8,13.9,3.7,42.5,139.1,222,187,204.8,33.4,0.1,0,883.7
189,2012,12,Uttar Pradesh,Saharanpur,10.3,1.7,3.3,18.3,2,4,153,349.6,162.3,0,0,8.8,713.3
189,2013,12,Uttar Pradesh,Saharanpur,93.4,163.1,0,0,0,311,376,434.7,67,72,0,24.7,1541.9
189,2014,12,Uttar Pradesh,Saharanpur,65,52.2,32.3,9.4,12.7,20,147,67.3,107,32.7,0,22,567.6
189,2015,12,Uttar Pradesh,Saharanpur,17,18,108,18.6,8.7,51.7,233.9,189.7,75.3,7.3,9.3,0,737.5
190,2005,12,Uttar Pradesh,Muzaffarnagar,21.5,33.3,25.4,0,0,112,176,55,400,0,0,0,823.2
190,2006,12,Uttar Pradesh,Muzaffarnagar,2,0,33,0,18,37,451,39,59,21,0,2,662
190,2007,12,Uttar Pradesh,Muzaffarnagar,1,46,17,0,18.9,98.1,101.3,82.7,113.8,0,0,0,478.8
190,2008,12,Uttar Pradesh,Muzaffarnagar,76.4,111.8,46.7,0,10.7,0,0,0,0,0,0,0,245.6
190,2009,12,Uttar Pradesh,Muzaffarnagar,10.4,30.6,1.4,12.2,3,1.9,81.8,28.1,113.5,0,0,0,282.9
190,2010,12,Uttar Pradesh,Muzaffarnagar,1.1,14.6,22.8,2.2,14.5,47,143.9,83.2,114.7,3.8,1.9,0.9,450.6
190,2011,12,Uttar Pradesh,Muzaffarnagar,2,18,7.9,2.5,22.6,70.4,129.5,126,121.6,0.6,1.9,0.9,503.9
190,2012,12,Uttar Pradesh,Muzaffarnagar,11.6,0.3,7.7,8.9,1.1,0,191.3,217.7,48.4,0.2,1.3,20.6,509.1
190,2013,12,Uttar Pradesh,Muzaffarnagar,57.6,137.8,6.8,0.9,11,219.1,95,385.5,67.3,66.4,4.8,11.5,1063.7
190,2014,12,Uttar Pradesh,Muzaffarnagar,45.8,58.5,21.4,18.2,30.2,19.1,149.9,64.8,79.6,12.2,0,10.7,510.4
190,2015,12,Uttar Pradesh,Muzaffarnagar,25,1.8,113.3,25.5,13.7,158.5,230.2,125.3,78.9,2,10.1,0,784.3
191,2005,12,Uttar Pradesh,Meerut,0,39,6,0,21,81,163,64,226,0,0,0,600
191,2006,12,Uttar Pradesh,Meerut,0,0,10,6,13,9,70,8,94,0,0,0,210
191,2007,12,Uttar Pradesh,Meerut,0,53,21,0,1.9,92,70.9,109.4,17,0,0,0,365.2
191,2008,12,Uttar Pradesh,Meerut,0.4,0,0,1.2,47.2,58.7,190.6,95.7,36.6,0,7,0,437.4
191,2009,12,Uttar Pradesh,Meerut,2.2,1.4,0,0,2,5.1,99.8,51.2,60,0,0,0,221.7
191,2010,12,Uttar Pradesh,Meerut,0.2,15.6,17.9,1.3,12.4,29.4,133.4,78.2,84.7,2.9,0.2,0.7,376.9
191,2011,12,Uttar Pradesh,Meerut,0.2,16.6,8.7,1.5,19.5,44.4,151.1,121.8,73.5,0.2,0.2,0.7,438.4
191,2012,12,Uttar Pradesh,Meerut,14.5,0,17.4,20.9,0,0.3,68.4,189.3,70.2,0.7,1,12.7,395.4
191,2013,12,Uttar Pradesh,Meerut,34.7,100.4,5.7,2.1,20.6,157.8,143.8,313.8,80.9,60.5,1.1,2.4,923.8
191,2014,12,Uttar Pradesh,Meerut,69.3,42.1,36.7,4.4,28.2,29.2,113.8,28.4,109.7,1.4,0,3.8,467
191,2015,12,Uttar Pradesh,Meerut,30.2,22.9,98.9,21.9,25.7,74.6,160.6,114.6,34.7,0.8,2.6,0,587.5
192,2005,12,Uttar Pradesh,Buland Shahar,34.5,0,0,4,22,25,329,82,209,0,0,0,705.5
192,2006,12,Uttar Pradesh,Buland Shahar,0,0,0,0,3,6,226,44,67,0,0,0,346
192,2007,12,Uttar Pradesh,Buland Shahar,0,28,16,0,0,54.2,158.5,170.2,21.7,0,0,0,448.6
192,2008,12,Uttar Pradesh,Buland Shahar,5.8,81,239.3,319.3,87.4,0,0,0,0,0,0,0,732.8
192,2009,12,Uttar Pradesh,Buland Shahar,6,90.2,176.9,91.4,34.7,0,0,0,0,0,0,0,399.2
192,2010,12,Uttar Pradesh,Buland Shahar,0.5,9.3,3.9,1.7,5.4,23.6,114.6,97.8,83.9,5.5,4.1,0.8,351.1
192,2011,12,Uttar Pradesh,Buland Shahar,0.5,9.3,3.2,2.8,3.6,33.9,101.8,88,79.7,3.3,3.6,0.8,330.5
192,2012,12,Uttar Pradesh,Buland Shahar,10.7,0,0,6.7,1,5.5,124.8,192.8,56.8,0,0,0.3,398.6
192,2013,12,Uttar Pradesh,Buland Shahar,25.5,73.8,7.7,1,4,167.2,102.3,109.7,14.1,19.5,1.7,4.2,530.7
192,2014,12,Uttar Pradesh,Buland Shahar,56,13.8,30,5,8.6,22.6,71,39.5,75.8,11.5,0,6.5,340.3
192,2015,12,Uttar Pradesh,Buland Shahar,13.5,0,56.7,14,1.7,47.7,187.9,221.2,3.2,6.5,0,0,552.4
194,2005,12,Uttar Pradesh,Aligarh,11.5,21.8,26,10,8,17,341,27,176,0,0,0,638.3
194,2006,12,Uttar Pradesh,Aligarh,1,0,0,3,18,10,127,38,49,25,0,0,271
194,2007,12,Uttar Pradesh,Aligarh,4,52,46,0,6,86.4,168.8,145.9,12.2,0,0,0,521.3
194,2008,12,Uttar Pradesh,Aligarh,0,0,0,24,106.4,173.6,243.1,208,124.1,0,0,0,879.2
194,2009,12,Uttar Pradesh,Aligarh,0,61.5,137.2,34.9,19.1,0,0,0,0,0,0,0,252.7
194,2010,12,Uttar Pradesh,Aligarh,0.3,10,5.7,3.1,14.7,41.7,138.9,108.5,100.8,7.5,5.6,0.6,437.4
194,2011,12,Uttar Pradesh,Aligarh,1.4,11.4,5.6,1.2,12.5,36.9,146.3,125.2,70.4,6.3,4.8,0,422
194,2012,12,Uttar Pradesh,Aligarh,21.5,0,0,3.2,0.6,9.5,138.3,229.4,86.1,4.5,0,3.5,496.6
194,2013,12,Uttar Pradesh,Aligarh,9.8,42.6,0.7,9.1,8.7,90.9,164.9,204.2,71.8,36.7,0,11.1,650.5
194,2014,12,Uttar Pradesh,Aligarh,56.2,11.3,16.6,7.7,8.9,36.6,99.5,44.3,76.3,22.1,0,7.6,387.1
194,2015,12,Uttar Pradesh,Aligarh,39.5,0,56,27.9,6.5,34.7,123.3,209.5,26.5,15.2,0,4.7,543.8
195,2005,12,Uttar Pradesh,Mathura,0,11.2,36.3,2,1,8,594,132,95,0,0,0,879.5
195,2006,12,Uttar Pradesh,Mathura,0,0,1,0,5,6,235,25,29,0,0,5,306
195,2007,12,Uttar Pradesh,Mathura,0,15,32,0,0,21.4,113.8,63.9,31,0,0,0,277.1
195,2008,12,Uttar Pradesh,Mathura,0,15.3,34.5,114.3,275.1,260.8,131.1,0,0,0,0,0,831.1
195,2009,12,Uttar Pradesh,Mathura,0,0,0,0,20,10,100.6,152.4,77.8,17,0,0,377.8
195,2010,12,Uttar Pradesh,Mathura,0,11.2,17.4,0.8,8.3,24.9,150,122.3,90.9,1.3,4.5,0,431.6
195,2011,12,Uttar Pradesh,Mathura,2,14.3,7.2,5.1,18.6,55.1,168.2,111.8,106.9,7.6,7.7,3.1,507.6
195,2012,12,Uttar Pradesh,Mathura,0.5,0,0,1.5,0,1,186.9,240.2,112.5,0,0,0,542.6
195,2013,12,Uttar Pradesh,Mathura,6,49,0,0,0,35.8,135.4,138.3,36,34.3,0,1,435.8
195,2014,12,Uttar Pradesh,Mathura,10.5,17.5,20.5,5,10,20.1,68.8,58.4,59.4,0,0,0,270.2
195,2015,12,Uttar Pradesh,Mathura,8,0,55,33,1,116.5,152.2,107.1,26.1,1.5,0,3,503.4
196,2005,12,Uttar Pradesh,Agra,0,0,8.5,0,1,15,302,41,55,0,0,1,423.5
196,2006,12,Uttar Pradesh,Agra,0,0,2,0,16,21,204,53,30,2,0,0,328
196,2007,12,Uttar Pradesh,Agra,0,31,24,0,4.5,62.9,81.3,116.1,46.6,0,0,0.4,366.8
196,2008,12,Uttar Pradesh,Agra,0,0,0,14.1,22.2,116,173.2,162.7,56.6,0.3,0,0,545.1
