Dist Code,Year,State Code,State Name,Dist Name,JAN,FEB,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPT,OCT,NOV,DEC,ANNUAL
84,2008,11,Tamil Nadu,South Arcot / Cuddalore,73.3,28,272.5,3.9,41.8,50.4,59,92.7,78.7,257.4,728,151.1,1836.8
84,2009,11,Tamil Nadu,South Arcot / Cuddalore,20.2,0,69.1,36.6,21.3,39,61.4,125.4,105.9,54.3,372.5,163.1,1068.8
84,2010,11,Tamil Nadu,South Arcot / Cuddalore,2.3,0,0,0.6,137.5,68.5,36.3,149.9,108.2,145.4,553.3,345,1547
84,2011,11,Tamil Nadu,South Arcot / Cuddalore,45.2,24.8,0,105.2,15.4,-1,-1,-1,-1,-1,-1,-1,-1
84,2012,11,Tamil Nadu,South Arcot / Cuddalore,5.6,0,5.1,14.8,24,2.4,55.4,78.6,109.1,479.6,94.3,13.9,882.8
84,2013,11,Tamil Nadu,South Arcot / Cuddalore,0.1,21.2,28.8,0.1,30.5,51.7,38.1,239.2,125.4,114.8,236.7,91.1,977.7
84,2014,11,Tamil Nadu,South Arcot / Cuddalore,1.9,13.7,0,0,174.1,52.4,41.6,169.2,69.5,309.7,238,147.8,1217.9
84,2015,11,Tamil Nadu,South Arcot / Cuddalore,14.7,0,0.4,64.1,95.7,72.2,83.3,88.1,46.7,99.1,726.4,415,1705.7
85,2005,11,Tamil Nadu,North Arcot / Vellore,0,15,12.3,88.6,80.5,72.8,89.1,108.4,168.9,3533,191.3,148.1,4508
85,2006,11,Tamil Nadu,North Arcot / Vellore,32,0,34.8,26.1,55.3,121.2,34.4,75.5,196.6,162,109.6,37.1,884.6
85,2007,11,Tamil Nadu,North Arcot / Vellore,0,1,0,59.9,64.4,85.5,186,183.8,124.2,159.1,65.3,216.7,1145.9
85,2008,11,Tamil Nadu,North Arcot / Vellore,11.4,2.9,66.9,10.6,83.3,44.5,70.6,87,110.2,115.7,247.7,7.1,857.9
85,2009,11,Tamil Nadu,North Arcot / Vellore,2.4,0,1.2,10.8,71.1,44.4,65,121.1,121.6,73,437.5,148.7,1096.8
85,2010,11,Tamil Nadu,North Arcot / Vellore,11.4,0,0,0,74.2,116.8,123.3,99.7,117,88.9,234,87.8,953.1
85,2011,11,Tamil Nadu,North Arcot / Vellore,0,34.4,0,66.4,43.6,-1,-1,-1,-1,-1,-1,-1,-1
85,2012,11,Tamil Nadu,North Arcot / Vellore,3.4,0,0.6,10,44,49.4,130.1,120.6,74,195.5,124.1,58.2,809.9
85,2013,11,Tamil Nadu,North Arcot / Vellore,0,20.9,25,16.6,70.4,82,54,127.3,191.8,145,55.8,3.8,792.6
85,2014,11,Tamil Nadu,North Arcot / Vellore,0.1,4.7,5.6,0.5,91.3,94.3,69.3,94,142.4,108.1,51.8,23.6,685.7
85,2015,11,Tamil Nadu,North Arcot / Vellore,1.3,0.3,10.5,92.5,62.7,103.2,56.6,153.3,131.5,140.2,524.1,83,1359.2
86,2005,11,Tamil Nadu,Salem,0,2.2,16.3,125.1,57.2,36.5,82.1,154.6,134.9,282,260.6,64.5,1216
86,2006,11,Tamil Nadu,Salem,43,0,37,30.3,86.2,46.5,30,102.1,192.7,191.5,142.3,13.6,915.2
86,2007,11,Tamil Nadu,Salem,0.1,0.5,0,59.8,28.8,30.3,114.1,205.3,138.3,171.9,46.6,157.1,952.8
86,2008,11,Tamil Nadu,Salem,4.6,10.4,99.4,35.5,132.2,53.1,95.8,244.9,72.5,148.8,197,13.2,1107.4
86,2009,11,Tamil Nadu,Salem,2.3,0,16.9,42.4,130.4,12.3,46.7,92,241,55.9,287.3,93.2,1020.4
86,2010,11,Tamil Nadu,Salem,5.1,0,0,0,124.2,124.5,111.9,202.8,106.6,165,328.7,70.5,1239.3
86,2011,11,Tamil Nadu,Salem,2.4,6.3,20.5,144.1,46.8,-1,-1,-1,-1,-1,-1,-1,-1
86,2012,11,Tamil Nadu,Salem,0,0,0,36.1,79.2,52.4,99.4,144.6,144.6,198.3,62,14.9,831.5
86,2013,11,Tamil Nadu,Salem,0,13,1.2,38.1,30.8,84.8,45.2,141.2,221,123.4,89.6,42.6,830.9
86,2014,11,Tamil Nadu,Salem,0,1.1,6.8,5.1,142.2,80.1,22.2,122.7,144.8,253.3,53.9,25.5,857.7
86,2015,11,Tamil Nadu,Salem,17.5,4.5,30,143.3,103.7,80.3,31.9,104,132.1,152.2,276.5,59.3,1135.3
87,2005,11,Tamil Nadu,Coimbatore,7.7,20.7,45.6,119.8,131.1,25.7,76.6,39,363,242.1,202.1,61.5,1334.9
87,2006,11,Tamil Nadu,Coimbatore,17.7,0,55.8,40.2,66.1,31.6,22.3,27.1,60.5,133.6,308.8,1.9,765.6
87,2007,11,Tamil Nadu,Coimbatore,5.2,5.9,0,56.9,71.5,36.8,39.1,77.1,51.3,197.6,51,129.4,721.8
87,2008,11,Tamil Nadu,Coimbatore,3.6,21.4,112.1,28.4,50.3,145.1,212.8,207.6,129.5,240.4,54.5,17.3,1223
87,2009,11,Tamil Nadu,Coimbatore,1.3,0,46.2,28.7,82.4,40.3,12.7,120.6,283.8,35.1,155.4,41.4,847.9
87,2010,11,Tamil Nadu,Coimbatore,1.8,0,1.9,58.9,168.6,34.1,40,55.3,58.6,168.7,234.2,34.1,856.2
87,2011,11,Tamil Nadu,Coimbatore,0,82.9,8.5,140.6,45.5,-1,-1,-1,-1,-1,-1,-1,-1
87,2012,11,Tamil Nadu,Coimbatore,1.8,0.8,0.1,68.9,47,41.8,48.3,44.1,28.2,229.6,42.5,6.4,559.5
87,2013,11,Tamil Nadu,Coimbatore,0,57.8,19.1,54.2,47.9,154.4,126.2,93.3,87.5,160.4,70.6,26.9,898.3
87,2014,11,Tamil Nadu,Coimbatore,1.2,3.9,20.2,19.6,101.2,112.5,229.8,249,172.9,258.7,16.5,36.4,1221.9
87,2015,11,Tamil Nadu,Coimbatore,0,0,27.3,129.8,185.2,104.6,52.2,60.3,92.3,113.1,193.1,34.9,992.8
88,2005,11,Tamil Nadu,Tiruchirapalli / Trichy,0.2,0.7,20.8,126.4,93.8,2.9,80,72.2,89.8,330,376.3,152.3,1345.4
88,2006,11,Tamil Nadu,Tiruchirapalli / Trichy,11.4,0,41.4,31.8,79,31.5,0.6,104.9,156,166.3,126.4,11.2,760.5
88,2007,11,Tamil Nadu,Tiruchirapalli / Trichy,0,1,0,46.2,83.4,50.8,36.1,140.2,36.7,179.4,47.4,259.9,881.1
88,2008,11,Tamil Nadu,Tiruchirapalli / Trichy,8.4,22,111.2,15.6,66.9,4,108,85.2,61.9,168.6,353.3,53.7,1058.8
88,2009,11,Tamil Nadu,Tiruchirapalli / Trichy,7.6,0,3.6,19.2,28.8,21.1,8.4,109.4,92.4,32.4,269,83.9,675.8
88,2010,11,Tamil Nadu,Tiruchirapalli / Trichy,7.5,0,0,1.7,131.5,62.3,46,81,124.5,128.1,282.2,97.9,962.7
88,2011,11,Tamil Nadu,Tiruchirapalli / Trichy,1.9,3.2,2.9,78.1,16.7,-1,-1,-1,-1,-1,-1,-1,-1
88,2012,11,Tamil Nadu,Tiruchirapalli / Trichy,7.9,8.3,35.9,28,8.9,0,0,0.4,0,198,99,33.4,419.8
88,2013,11,Tamil Nadu,Tiruchirapalli / Trichy,0.8,5.7,14.4,1.6,42.2,5.4,1.3,83.3,117.9,85.5,127.1,37.7,522.9
88,2014,11,Tamil Nadu,Tiruchirapalli / Trichy,0,4,0.1,1.2,128.8,13.3,13.4,65.7,50.3,143.5,76.3,39.3,535.9
88,2015,11,Tamil Nadu,Tiruchirapalli / Trichy,10.2,2,0.4,103.8,107.5,24.9,13.1,56.4,102.9,169.9,209.8,63.5,864.4
89,2005,11,Tamil Nadu,Thanjavur,0.6,2,9.7,93.4,102.2,7.5,52.6,92.1,150.9,242.3,508.5,202.4,1464.2
89,2006,11,Tamil Nadu,Thanjavur,11,0,39,28.8,65,30.2,1.8,70.5,150.3,222.1,185.2,37.8,841.7
89,2007,11,Tamil Nadu,Thanjavur,0.5,9,0,57.7,46,29.1,36.5,152.7,68.7,278.6,62.5,326.3,1067.6
89,2008,11,Tamil Nadu,Thanjavur,6.1,17.3,140,3.6,11.1,23.4,58,134.9,39.1,184.1,723.8,107.4,1448.8
89,2009,11,Tamil Nadu,Thanjavur,19.4,0,18.6,55.4,23.2,5,10.7,137,72.1,65.8,507.9,381.6,1296.7
89,2010,11,Tamil Nadu,Thanjavur,39.7,0,0,2.5,103.5,44.6,39.9,144.2,162.3,209.3,398.7,229.1,1373.8
89,2011,11,Tamil Nadu,Thanjavur,18.8,15.8,0,88.8,6.5,-1,-1,-1,-1,-1,-1,-1,-1
89,2012,11,Tamil Nadu,Thanjavur,2.1,0.8,7.3,9.6,13,12.6,31.6,80.5,88.6,334,86.4,19,685.5
89,2013,11,Tamil Nadu,Thanjavur,14.5,14.8,53.5,0.8,20.7,24.6,11.5,146.5,117,94.2,131.4,86.2,715.7
89,2014,11,Tamil Nadu,Thanjavur,4.2,10.5,0,0.1,131,7.5,51.7,115.9,40.6,233,175.6,140.5,910.6
89,2015,11,Tamil Nadu,Thanjavur,1.8,0,6.9,91.9,99.2,28.7,47.1,78.4,55.4,153.1,328.7,212.6,1103.8
90,2005,11,Tamil Nadu,Madurai,1.5,3.4,46.1,138.6,128.9,8.4,70.6,95.4,76,280.7,319.2,89.5,1258.3
90,2006,11,Tamil Nadu,Madurai,8,0,120.7,66,43.3,9,0.1,51.1,84,265.1,160,7.4,814.7
90,2007,11,Tamil Nadu,Madurai,8.2,1.9,0,38.2,43,51.7,8.8,117.8,24.5,181.4,84.4,206.7,766.6
90,2008,11,Tamil Nadu,Madurai,0.6,20.1,180.3,27.2,71,35.8,57.4,182.7,34.9,252.1,120.4,15.7,998.2
90,2009,11,Tamil Nadu,Madurai,8.1,0,55.5,42.8,74.7,42.3,103.7,42.7,81.9,80,274.7,27.8,834.2
90,2010,11,Tamil Nadu,Madurai,4.8,0,1.1,67.6,94.8,55.1,48,44.7,153.8,220.3,395.2,140.5,1225.9
90,2011,11,Tamil Nadu,Madurai,1.6,37.2,5.6,92,54.1,-1,-1,-1,-1,-1,-1,-1,-1
90,2012,11,Tamil Nadu,Madurai,10.8,0,0,49.9,79,5.9,28.2,61.6,91.8,182.3,35.5,3.4,548.4
90,2013,11,Tamil Nadu,Madurai,1.2,42.4,50.1,21.4,38.7,21.3,4.4,111.8,52.4,193.9,27.3,45.3,610.2
90,2014,11,Tamil Nadu,Madurai,6.1,0,0.4,3.5,183.5,32.5,16,105,73.7,213.3,85,25.2,744.2
90,2015,11,Tamil Nadu,Madurai,11.9,0,17.9,158.7,137,44.2,21.9,69.6,128.1,79.2,274.9,59.1,1002.5
91,2005,11,Tamil Nadu,Ramananthapuram,11.8,25.8,14.1,261.3,60.6,23,48.4,12.9,51.7,267,254,244.2,1274.8
91,2006,11,Tamil Nadu,Ramananthapuram,23.8,0.1,865,22.4,10.8,5.5,1.4,23.9,46.8,368.8,251.8,14.2,1634.5
91,2007,11,Tamil Nadu,Ramananthapuram,52,21.8,0.3,33.2,19.9,25.1,32.9,54.2,38.3,230.2,72.2,207.7,787.8
91,2008,11,Tamil Nadu,Ramananthapuram,9.2,56.6,376.6,55.7,0,19.9,31.2,75.4,19.1,329.4,311.7,193.1,1477.9
91,2009,11,Tamil Nadu,Ramananthapuram,18.8,0,24.1,102.1,11.2,1.7,0,16.5,60.1,38.8,264.1,28.2,565.6
91,2010,11,Tamil Nadu,Ramananthapuram,0.1,0,0,20.6,73.1,17.9,44.3,88.6,123.3,192.5,390.1,154.1,1104.6
91,2011,11,Tamil Nadu,Ramananthapuram,16.6,15.4,2,63,7.2,-1,-1,-1,-1,-1,-1,-1,-1
91,2012,11,Tamil Nadu,Ramananthapuram,5,2.2,4.9,31.6,10,0,16.2,27.4,57.2,279.7,53.6,48.7,536.5
91,2013,11,Tamil Nadu,Ramananthapuram,28.9,66.6,54.8,12.5,10.9,7.1,6.8,44.8,14.4,85.1,120.3,127.7,579.9
91,2014,11,Tamil Nadu,Ramananthapuram,40,15.7,0,3.2,180.6,0,0.2,38.1,46.5,297.2,239.6,74.6,935.7
91,2015,11,Tamil Nadu,Ramananthapuram,1.3,2.5,22.6,149,113.9,3.2,23.4,60.5,68.8,131.6,269.7,172.4,1018.9
92,2005,11,Tamil Nadu,Thirunelveli,5.6,23.5,70,204.7,22.3,18,82.5,17.8,29.5,76,265.8,206.9,1022.6
92,2006,11,Tamil Nadu,Thirunelveli,69.2,3.2,120.7,28.6,34.9,26.4,26.7,25.4,44,382.9,393.9,21.1,1177
92,2007,11,Tamil Nadu,Thirunelveli,19.8,0.1,7.5,119.7,9.1,94.2,48,31,84.4,152.3,161.2,113,840.3
92,2008,11,Tamil Nadu,Thirunelveli,9.4,58.2,400.5,106.4,2.9,11,38.9,74,21.3,315.3,171.3,77.5,1286.7
92,2009,11,Tamil Nadu,Thirunelveli,8.2,0,28.2,69.9,25.8,1.2,0.7,18.7,33.9,56,386.6,47.9,677.1
92,2010,11,Tamil Nadu,Thirunelveli,23.3,0,0,18.9,47.5,26,63.4,15.6,84.6,111.9,291.7,152.2,835.1
92,2011,11,Tamil Nadu,Thirunelveli,21.9,52.6,44.7,78,5,-1,-1,-1,-1,-1,-1,-1,-1
92,2012,11,Tamil Nadu,Thirunelveli,40.8,29.9,30.4,61.8,8.5,1,16,12.6,7.3,302.7,139.1,74,724.1
92,2013,11,Tamil Nadu,Thirunelveli,2.1,96.8,119.4,24.8,25.5,111.8,50.5,29.2,45.5,57.5,263.8,91.5,918.4
92,2014,11,Tamil Nadu,Thirunelveli,60.8,9.6,58,39.4,216.7,8.5,14.1,56.7,39.5,393.4,294.2,159.9,1350.8
92,2015,11,Tamil Nadu,Thirunelveli,4.9,14.6,76.1,139,102.8,59.5,14.2,10.3,74.8,247.9,522,281.6,1547.7
93,2005,11,Tamil Nadu,The Nilgiris,20.6,4.5,29.9,197.2,80.6,146.5,451.1,229.5,205.4,239.6,264.4,532,2401.3
93,2006,11,Tamil Nadu,The Nilgiris,23.8,0,75.6,66.4,182.7,195.6,155.1,139.1,164.1,351.4,271.1,33.6,1658.5
93,2007,11,Tamil Nadu,The Nilgiris,7.8,28.1,6.4,68.4,104,333,280.4,319,210.2,256.4,78.3,180.8,1872.8
93,2008,11,Tamil Nadu,The Nilgiris,5,188.6,286.9,52.2,99.7,294.7,353.8,292.2,127.2,423.9,55.3,37.1,2216.6
93,2009,11,Tamil Nadu,The Nilgiris,1.7,0,98.2,45.8,142.5,8.3,0,95.3,67.3,16.6,354.7,214,1044.4
93,2010,11,Tamil Nadu,The Nilgiris,13,0,0,0,54.5,271.3,373.1,336,231.3,237.1,307.7,65.1,1889.1
93,2011,11,Tamil Nadu,The Nilgiris,7.9,59.1,12.6,143.6,71.8,-1,-1,-1,-1,-1,-1,-1,-1
93,2012,11,Tamil Nadu,The Nilgiris,18,0.6,9.1,70.8,55.4,183.1,181.1,266.8,230.5,326.2,104.8,21.2,1467.6
93,2013,11,Tamil Nadu,The Nilgiris,0.9,16.9,57.9,74.1,114,203.9,288.7,177.2,202.5,215.2,126.5,56.4,1534.2
93,2014,11,Tamil Nadu,The Nilgiris,1.3,39.8,32.5,35.6,253.7,97.1,328.6,295.7,291.9,348.7,137.4,94.8,1957.1
93,2015,11,Tamil Nadu,The Nilgiris,1.2,0.3,137.3,140.5,227.7,305.4,93.8,96.7,152.2,152.7,346.2,66.7,1720.7
94,2012,11,Tamil Nadu,Kanyakumari,26.3,4.9,7.3,125.4,15.2,68.4,59.2,93.8,36.9,226.6,122.2,24.6,810.8
94,2013,11,Tamil Nadu,Kanyakumari,24.7,70.3,32.3,26.2,64,266.8,114.1,43.6,79,78,325.8,76.6,1201.4
94,2014,11,Tamil Nadu,Kanyakumari,49.2,16.2,7,41,293.6,47.5,29.3,263.7,73.7,233.1,214.4,47.5,1316.2
94,2015,11,Tamil Nadu,Kanyakumari,10,12.5,48.5,169.2,260.5,247.9,38.2,32.9,214,382.8,267.8,129.8,1814.1
95,2005,7,Maharashtra,Bombay,0.5,0,0.1,0,0.2,561.8,1049.8,462.3,668.6,26.3,0,0,2769.6
95,2006,7,Maharashtra,Bombay,0,0,10.2,0,86.5,456.2,999.5,765.1,259.6,222.9,6.2,0,2806.2
95,2007,7,Maharashtra,Bombay,0,2.3,0,0,0.4,776.6,650.9,646.2,428.7,0,3.9,0,2509
95,2008,7,Maharashtra,Bombay,0,0,0.1,0,0.5,768,910.2,498.8,338,15.4,1.6,0.2,2532.8
95,2009,7,Maharashtra,Bombay,0,0,0,0,1.3,241,956.8,247.4,420.8,190.8,0,0,2058.1
95,2012,7,Maharashtra,Bombay,0,0,0,0,0,233.8,510.2,448.8,453.6,162.4,0,0,1808.8
95,2013,7,Maharashtra,Bombay,0,0,0,0,0,992.3,915.3,245.6,248.5,75.8,3.2,0.3,2480.8
95,2014,7,Maharashtra,Bombay,0.5,3.9,0,0,0,71.3,1412.1,445.2,288.8,34.8,5,15.8,2277.2
95,2015,7,Maharashtra,Bombay,0,0,13.3,0.7,1.2,986.5,319.7,171.1,236.8,52.3,1.6,0,1783.1
96,2005,7,Maharashtra,Thane,0,0,0,0,0,706.5,1237,726.3,876.2,17.1,0,0,3563.1
96,2006,7,Maharashtra,Thane,0,0,0.3,0,32.8,489.7,1153.7,1073.1,284,105.7,0,0,3139.3
96,2007,7,Maharashtra,Thane,0,0,0,0,0,512.5,723.7,957.4,401,0,0.1,0,2594.7
96,2008,7,Maharashtra,Thane,0,0,0,0,0,528,925.1,846.5,443.9,37.7,0.1,0.1,2781.4
96,2009,7,Maharashtra,Thane,0,0,0,0,0,131.1,1290.5,176.2,203.2,189.2,0,0,1990.2
96,2012,7,Maharashtra,Thane,0,0,0,0,0,241,725.7,544.4,577.3,104.5,0,0,2192.9
96,2013,7,Maharashtra,Thane,0,0,0,0,12.5,911.2,1157.7,483.6,357.6,103.8,0.1,0,3026.5
96,2014,7,Maharashtra,Thane,0.3,2.8,0.7,0.1,0.5,111.9,1266.8,625.8,426.5,34.1,2.8,0,2472.3
96,2015,7,Maharashtra,Thane,0,0,21.9,0,0,545.4,657.9,258.6,235.8,60.6,47.7,0,1827.9
97,2005,7,Maharashtra,Raigad,0,0,0.2,0,0,662.3,1541.8,947,775.7,48.7,0,0,3975.7
97,2006,7,Maharashtra,Raigad,0,0,1.1,0,73.2,568.3,1427,1184.2,365.1,210.6,2.4,0,3831.9
97,2007,7,Maharashtra,Raigad,0,0,0,5.1,0.1,1086.6,1024.3,1062.8,558.6,8.6,11,0,3757.1
97,2008,7,Maharashtra,Raigad,0,0,0,0,0,815.4,912.9,965.5,542.2,86.2,0.4,0.6,3323.2
97,2009,7,Maharashtra,Raigad,0,0,0,0,0.1,205.4,1185.3,287.5,349.3,228.9,0,0,2256.5
97,2012,7,Maharashtra,Raigad,0,0,0,0,0,441.8,937.8,898.1,618.7,174.9,0,0,3071.3
97,2013,7,Maharashtra,Raigad,0,0,0,0,0.3,1177.7,1712,457.8,332.7,112.7,3,6.5,3802.7
97,2014,7,Maharashtra,Raigad,0,1,0.3,0,6.5,154.2,1418.6,752,521.7,69.9,9.2,24.1,2957.5
97,2015,7,Maharashtra,Raigad,0,0,54.2,1.6,11.5,897.6,543.3,365.6,247.8,106.1,16.7,0,2244.4
98,2005,7,Maharashtra,Ratnagiri,0.2,0,0,0,0,716.5,1352.6,873.8,597.9,93.6,0,0,3634.6
98,2006,7,Maharashtra,Ratnagiri,0,0,0.8,0,310.9,790.5,1122.4,836.7,469.7,163.8,3.9,0,3698.7
98,2007,7,Maharashtra,Ratnagiri,0,0,0,0.6,2.5,1254.1,880.1,1126.1,767.7,27.8,17.3,0,4076.2
98,2008,7,Maharashtra,Ratnagiri,0,0,5.2,0,40.5,871.7,660.3,826.4,520.9,55.2,0.1,10.9,2991.2
98,2009,7,Maharashtra,Ratnagiri,0,0,0.6,0,0.3,316.5,1350.7,402.6,512.5,291.2,0,0,2874.4
98,2012,7,Maharashtra,Ratnagiri,0,0,0,0,0.7,783,1261.7,871.5,537.7,266.1,0,0,3720.7
98,2013,7,Maharashtra,Ratnagiri,0,0.2,0,0,12.1,1352,1786,593.7,352.8,260.3,0.3,0,4357.4
98,2014,7,Maharashtra,Ratnagiri,0,0,0,0,6.5,322.1,1480,600.5,523.9,83.3,12.9,5.3,3034.5
98,2015,7,Maharashtra,Ratnagiri,6,0,31.7,0,6.7,1030.4,408.4,446,282,129.5,13.3,0,2354
99,2005,7,Maharashtra,Nasik,0.5,0,0,2.2,3.3,388.3,395.4,260.8,394.4,45.8,0,0,1490.7
99,2006,7,Maharashtra,Nasik,0,0,0.9,0.1,2.1,155.3,516.7,615.4,217.1,55.6,10.7,0,1573.9
99,2007,7,Maharashtra,Nasik,0,0,0,2.8,0.1,270.3,349.5,330.7,237.3,0,5,0,1195.7
99,2008,7,Maharashtra,Nasik,0,0,0,1,0,53.2,246.2,353.7,475.5,53.8,0.2,0.5,1184.1
99,2009,7,Maharashtra,Nasik,0,0,1.3,0.2,14.6,45.5,371.4,123.1,113.6,73.2,0,0,742.9
99,2012,7,Maharashtra,Nasik,0,0,0,0,17.7,81.6,290.6,295.6,184.8,80.3,0,0,950.6
99,2013,7,Maharashtra,Nasik,0,5.1,0.7,3.9,0.4,253,406.1,239.1,220.3,81.3,1.7,0,1211.6
99,2014,7,Maharashtra,Nasik,5.7,5.7,22.2,0,70.7,30.1,379.1,252.6,222.5,29.3,39.2,16.4,1073.5
99,2015,7,Maharashtra,Nasik,3.3,0,37.8,7.9,0,177.3,254.6,90.2,206.9,36.4,24.3,0,838.7
100,2005,7,Maharashtra,Dhule,0,0,0,0,0,152.5,133.7,48.1,216,8,0,0,558.3
100,2006,7,Maharashtra,Dhule,0,0,0,0,0,124,274.8,269.1,231.9,38.3,4.4,0,942.5
100,2007,7,Maharashtra,Dhule,0,0,0,0,0,117,179.5,127.3,174.3,0,0,0,598.1
100,2008,7,Maharashtra,Dhule,0,0,0,0,0,19.5,153.3,80,211,8.3,0,0,472.1
100,2009,7,Maharashtra,Dhule,0,0,0,0,0,60.8,187.3,113.3,155.3,49,0,0,565.7
100,2012,7,Maharashtra,Dhule,0,0,0,0,0,39.7,171.4,113.3,69.3,10.6,0,0,404.3
100,2013,7,Maharashtra,Dhule,0,20.5,1,0.8,0,220.2,277.2,166.5,145.3,89.6,0,0,921.1
100,2014,7,Maharashtra,Dhule,11.5,6.5,26.4,0,0,48,226.3,105.4,171.7,2.6,22.5,0.4,621.3
100,2015,7,Maharashtra,Dhule,0,0,0,0,0,151.6,93.8,78.2,210,6.6,0.5,0,540.7
101,2005,7,Maharashtra,Jalgaon,5,0.3,4.5,1.3,1.2,58.8,147.9,122.8,196.5,2.7,0,0,541
101,2006,7,Maharashtra,Jalgaon,0,0,1.1,0,5,122.6,360.6,468.8,224.8,56.4,0,0,1239.3
101,2007,7,Maharashtra,Jalgaon,0,0,0,0.3,1.7,44.6,247.6,141.1,158.7,0,1.4,0,595.4
101,2008,7,Maharashtra,Jalgaon,0,0,0,0,0,59.7,141.7,92.7,235,18.2,0,0,547.3
101,2009,7,Maharashtra,Jalgaon,0.9,0,0,0,2,62.5,224.9,115.9,125.8,62.7,0,0,594.7
101,2012,7,Maharashtra,Jalgaon,0,0,0,0,11.7,21.5,165.5,105.9,88.7,14.8,0,0,408.1
101,2013,7,Maharashtra,Jalgaon,0,22.2,1.2,0.7,0,208.2,251.1,215.1,173.1,57.8,0,0,929.4
101,2014,7,Maharashtra,Jalgaon,10.9,31.1,34.8,0.2,0.7,21.3,252,131.9,202.4,1.7,9.5,52.6,749.1
101,2015,7,Maharashtra,Jalgaon,0.7,5.8,48.3,12,7.2,99.3,45.9,135.7,134.9,3,1.9,0,494.7
102,2005,7,Maharashtra,Ahmednagar,0.8,0,0.1,1.8,0.7,82.7,146.9,79.6,214,114.9,0,0,641.5
102,2006,7,Maharashtra,Ahmednagar,0,0,0,0,8.1,166.1,124.3,176.2,225.9,71.2,0,0,771.8
102,2007,7,Maharashtra,Ahmednagar,0,0,0,0,0,205.2,101.8,126.4,157.8,0,0,0,591.2
102,2008,7,Maharashtra,Ahmednagar,0,0,51.9,4.5,0,37.7,65.2,108.4,327.3,53,0.9,0,648.9
102,2009,7,Maharashtra,Ahmednagar,0,0,0,0,0,75.6,122,127.3,123,73.4,0,0,521.3
102,2012,7,Maharashtra,Ahmednagar,0,0,0,3.5,10.3,40,86,63.6,90.8,99.2,0.7,0,394.1
102,2013,7,Maharashtra,Ahmednagar,0,1,0,0,0,142.1,144.1,56,182.5,75.5,0,0,601.2
102,2014,7,Maharashtra,Ahmednagar,0.1,1.7,32.7,0.1,14.6,21,92.9,198.7,44.6,27.6,63.1,3.4,500.5
102,2015,7,Maharashtra,Ahmednagar,0.5,0,69.9,0.4,6.6,96.4,34.7,32.9,169.7,35,27.1,0,473.2
103,2005,7,Maharashtra,Pune,0.9,0,0.1,1.8,2.8,228.7,383.4,237.8,272.7,105.5,0,0,1233.7
103,2006,7,Maharashtra,Pune,0,0,1.3,0,8.2,191.8,332.8,390,197.7,57.1,4.2,0,1183.1
103,2007,7,Maharashtra,Pune,0,0,0,6,0.6,267.8,261.2,225,134.6,2.8,12.5,0,910.5
103,2008,7,Maharashtra,Pune,0,0,13.7,0.8,0.8,148.4,99.5,216.1,259.4,60.1,4.4,6.8,810
103,2009,7,Maharashtra,Pune,0,0,0.4,0,2.3,60.4,317.7,141.8,153.5,119.2,0,0,795.3
103,2012,7,Maharashtra,Pune,0,0,0,9.6,2.5,63.3,161.5,202.7,116.6,133.3,1.1,0,690.6
103,2013,7,Maharashtra,Pune,0.5,0.3,0.9,0,0.8,293.4,397.2,128.8,233.3,32.2,13.6,5.4,1106.4
103,2014,7,Maharashtra,Pune,1.2,1.2,36.9,4.3,21.8,42.6,385.5,345,104.7,29.2,22.7,12.2,1007.3
103,2015,7,Maharashtra,Pune,0,0.6,50.2,13.3,29.3,229.6,142.1,53.8,156.6,83.1,45.3,0,803.9
104,2005,7,Maharashtra,Satara,0.5,0.1,0,4.6,1,279.8,501.3,402.1,259.6,81.3,0,0,1530.3
104,2006,7,Maharashtra,Satara,0,0,2.9,0,32.4,253.1,477.9,381.1,153.5,48.3,12.9,0,1362.1
104,2007,7,Maharashtra,Satara,0,0,0,7.8,1.7,386.6,303.7,261,175.8,1.3,4.6,0,1142.5
104,2008,7,Maharashtra,Satara,0,0,31.4,2.4,17.6,160.6,99.3,265.1,216,62.2,4.9,2.6,862.1
104,2009,7,Maharashtra,Satara,0,0,3.2,0.6,15.6,81.1,540.1,221.3,201.8,122.3,0,0,1186
104,2012,7,Maharashtra,Satara,0,0,0,23.8,4.7,113.2,195.9,232.1,122.1,125,1.4,0,818.2
104,2013,7,Maharashtra,Satara,0,1.4,0.3,4.4,8.4,240.8,290.9,117,218.2,35.8,3.9,4.5,925.6
104,2014,7,Maharashtra,Satara,0,0,9.6,12.4,57.1,58.1,310.8,358.9,80.1,68.1,44.7,2.8,1002.6
104,2015,7,Maharashtra,Satara,0,0,27.1,10.7,56.9,223.9,73.8,57.4,100.6,83.9,15,0,649.3
105,2005,7,Maharashtra,Sangli,0,0.4,0,25.4,3.4,158.5,314.4,247.7,246,69.8,0,0,1065.6
105,2006,7,Maharashtra,Sangli,0,0,2.6,0.6,27.5,205.7,200.9,197.7,164,59.9,16.3,0,875.2
105,2007,7,Maharashtra,Sangli,0,0,0,5.8,12.1,312.4,127.9,160.1,135.6,9.1,12.2,0,775.2
105,2008,7,Maharashtra,Sangli,0,0,59.8,30.5,25.6,79.9,36,170.7,207.2,110.6,5.5,0.2,726
